blind_id,pmid,model,stratum,codex_verdict,verdict,substantive,max_severity,E,direction,E_normalization_status
HR-0464,33833135,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,"E03,E10","alteration,binding",parsed_declared_codes
HR-0465,16549139,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0466,20971741,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0467,35336475,aliyun/kimi-k2.6,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0468,33912896,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0469,26306952,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0470,23189958,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,no,2,"E05,E06,E07",,parsed_declared_codes
HR-0471,33588199,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E10","binding,omission",parsed_declared_codes
HR-0472,16908309,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0473,34479076,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0474,20413518,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0475,41086367,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0476,18349174,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E07,alteration,parsed_declared_codes
HR-0477,20661012,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0478,36095019,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0479,41291256,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0480,27187608,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0481,37058040,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,"E06,E10","binding,fabrication",parsed_declared_codes
HR-0482,26078255,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0483,16896641,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E02,alteration,parsed_declared_codes
HR-0484,27557557,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0485,33242911,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0486,30874715,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0487,27764169,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0488,35120370,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0489,28848080,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0490,26044158,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0491,17543781,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0492,18971549,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0493,18166826,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0494,27826741,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0495,32506595,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,yes,2,E04,alteration,parsed_declared_codes
HR-0496,28325614,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0497,25814824,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0498,20815884,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0499,41086367,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0500,24470515,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0501,17502951,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0502,39093729,aliyun/qwen3.8-max,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0503,31860981,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E06,fabrication,parsed_declared_codes
HR-0504,20732787,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0505,33388644,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0506,36441433,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0507,41756303,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E07,alteration,parsed_declared_codes
HR-0508,19813774,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E06,fabrication,parsed_declared_codes
HR-0509,22701542,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0510,38182332,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0511,18159569,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0512,24876454,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0513,25733514,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,1,E10,binding,parsed_declared_codes
HR-0514,32892443,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0515,28425573,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0516,35761296,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E01,alteration,parsed_declared_codes
HR-0517,25128745,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0518,28416524,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,2,E06,fabrication,parsed_declared_codes
HR-0519,22819528,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0520,36066791,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0521,38546428,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0522,34096465,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E06","fabrication,omission",parsed_declared_codes
HR-0523,29136019,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0524,34195270,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0525,17044457,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0526,20056225,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0527,27815418,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0528,40434298,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0529,41756303,aliyun/glm-5.2,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0530,22108858,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0531,38813505,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0532,22968341,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0533,23311802,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0534,30005160,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0535,27889307,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0536,37066819,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0537,36106643,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0538,22102705,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0539,35616936,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0540,34767053,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0541,17050313,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0542,18379355,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0543,19309724,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0544,41824426,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0545,36814219,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0546,41494879,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0547,22311294,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0548,41975326,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,"E05,E06","fabrication,omission",parsed_declared_codes
HR-0549,28003569,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0550,38402177,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0551,36149854,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0552,32484448,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0553,21079397,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,yes,2,"E05,E10","omission,binding",parsed_declared_codes
HR-0554,36814219,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0555,40720140,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,2,E05,omission,parsed_declared_codes
HR-0556,30980824,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E09,alteration,parsed_declared_codes
HR-0557,38758293,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0558,28438163,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0559,16932830,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,"E03,E05","alteration,omission",parsed_declared_codes
HR-0560,25894568,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0561,42206038,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0562,23670354,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0563,38151676,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0564,28147350,aliyun/kimi-k2.6,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0565,16972068,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0566,40211489,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0567,34154986,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0568,22876543,aliyun/deepseek-v4-pro,random_10pct,no_error,strict_contract_error,yes,1,E10,binding,parsed_declared_codes
HR-0569,26071404,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0570,37946262,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0571,16856824,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0572,18535373,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0573,39793592,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,"E07,E10",,parsed_declared_codes
HR-0574,20682017,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0575,33314365,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,E10,binding,parsed_declared_codes
HR-0576,23445569,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0577,18653444,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0578,42228437,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0579,16678749,aliyun/glm-5.2,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E07,alteration,parsed_declared_codes
HR-0580,37409838,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0581,19486788,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0582,26571012,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0583,38110526,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0584,36625063,aliyun/deepseek-v4-flash,random_10pct,no_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0585,23163825,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0586,21067014,aliyun/kimi-k2.6,random_10pct,no_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0587,30973905,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0588,21777201,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0589,16549139,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0590,27557557,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0591,18685527,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0592,41319070,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,E08,alteration,parsed_declared_codes
HR-0593,34418574,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0594,18502269,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0595,21502435,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0596,27815418,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0597,38715188,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0598,24548580,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E10","binding,omission",parsed_declared_codes
HR-0599,16932830,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0600,25604769,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0601,30460613,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0602,39793592,aliyun/qwen3.7-max,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0603,20595409,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0604,26890570,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0605,34284809,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0606,33276028,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0607,32295945,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0608,20947241,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0609,26044842,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0610,32438301,aliyun/glm-5.2,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0611,27194344,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0612,33336475,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0613,26004947,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,E05,omission,parsed_declared_codes
HR-0614,16896641,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0615,22118037,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0616,21705493,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E09,,parsed_declared_codes
HR-0617,21719412,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0618,25295655,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E08,E10","alteration,binding",parsed_declared_codes
HR-0619,36503429,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0620,33360186,aliyun/glm-5.2,random_10pct,no_error,strict_contract_error,yes,1,E08,alteration,parsed_declared_codes
HR-0621,38674880,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0622,41756303,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0623,27826741,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0624,24169821,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,3,E07,alteration,parsed_declared_codes
HR-0625,30368295,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0626,28280732,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0627,33396057,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,no,1,E07,alteration,parsed_declared_codes
HR-0628,24393424,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,0,E06,fabrication,parsed_declared_codes
HR-0629,28573765,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0630,34543098,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0631,23163825,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0632,29526564,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0633,16795068,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0634,19912513,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,3,E05,omission,parsed_declared_codes
HR-0635,30515764,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,2,E10,binding,parsed_declared_codes
HR-0636,32727406,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0637,21817131,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0638,39147699,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0639,30579821,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0640,42228437,aliyun/qwen3.8-max,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0641,36470023,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0642,22178250,aliyun/deepseek-v4-pro,random_10pct,no_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0643,32057715,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0644,21129333,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0645,21115620,aliyun/deepseek-v4-pro,random_10pct,no_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0646,33998179,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0647,26111831,aliyun/kimi-k2.6,random_10pct,no_error,strict_contract_error,no,1,E09,alteration,parsed_declared_codes
HR-0648,33257615,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0649,16759989,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0650,18632017,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0651,27707767,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0652,29912068,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0653,40186180,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0654,40982282,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E02,alteration,parsed_declared_codes
HR-0655,36459447,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0656,28416524,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0657,20732787,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,"E05,E06,E10","binding,fabrication,omission",parsed_declared_codes
HR-0658,30909919,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0659,30232687,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0660,38079020,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0661,27764169,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0662,26158853,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0663,26730842,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0664,21722610,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0665,31380575,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0666,28934974,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0667,30641703,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0668,30120775,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0669,26713971,aliyun/kimi-k2.6,random_10pct,no_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0670,21079397,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0671,23835511,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,2,E05,omission,parsed_declared_codes
HR-0672,29406841,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0673,32366186,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0674,18063832,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0675,25673191,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0676,38151184,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0677,30980824,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0678,37629732,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0679,42206575,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0680,33198837,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0681,21075054,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0682,17555951,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,3,E06,fabrication,parsed_declared_codes
HR-0683,26423732,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0684,26673202,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0685,36227238,aliyun/deepseek-v4-flash,random_10pct,no_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0686,17554249,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E06","fabrication,omission",parsed_declared_codes
HR-0687,38110526,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0688,37278273,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0689,28062334,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E07,alteration,parsed_declared_codes
HR-0690,18939403,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0691,21491172,aliyun/kimi-k2.6,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0692,29575962,aliyun/deepseek-v4-pro,random_10pct,no_error,strict_contract_error,no,1,E08,alteration,parsed_declared_codes
HR-0693,18067170,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0694,30543683,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0695,18478625,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0696,30964905,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0697,21560835,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
